,TRIAL_ID,LATITUDE,LONGITUDE,LOCATION,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Study Documents,URL,AGE_LOWER,AGE_UPPER
1584,268,36.7014631,-118.7559974,"University of Michigan Hospital and Health System, Ann Arbor, Michigan, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1585,268,36.7014631,-118.7559974,"Henry Ford Health System, Detroit, Michigan, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1586,268,36.7014631,-118.7559974,"Hennepin County Medical Center, Minneapolis, Minnesota, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1587,268,36.7014631,-118.7559974,"Saint Louis University, Saint Louis, Missouri, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1588,268,38.7251776,-105.6077167,"Barnes-Jewish Hospital, Saint Louis, Missouri, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1589,268,41.6500201,-72.7342163,"Neurology Associates, Lincoln, Nebraska, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1590,268,38.89366125,-76.987883253882,"Dartmouth Hitchcock Medical Center Dept of Neurology, Lebanon, New Hampshire, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1591,268,27.7567667,-81.4639835,"Hospital for Special Surgery, New York, New York, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1592,268,27.7567667,-81.4639835,"Neurological Institute Columbia University Medical Center, New York, New York, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1593,268,27.7567667,-81.4639835,"SUNY Upstate Medical University, Syracuse, New York, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1594,268,32.3293809,-83.1137366,"Neurosciences Institute: Neurology - Charlotte, Charlotte, North Carolina, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1595,268,32.3293809,-83.1137366,"Duke Neurological Disorders Clinic, Durham, North Carolina, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1596,268,40.0796606,-89.4337288,"Wake Forest University Health Sciences, Winston-Salem, North Carolina, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1597,268,40.3270127,-86.1746933,"The Ohio State University Wexner Medical Center, Columbus, Ohio, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1598,268,41.9216734,-93.3122705,"Providence Brain and Spine Institute ALS Center, Portland, Oregon, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1599,268,38.27312,-98.5821872,"Oregon Health and Science Center, Portland, Oregon, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
1600,268,39.5162234,-76.9382069,"Penn State Milton S. Hershey Medical Center, Hershey, Pennsylvania, United States",269.0,NCT02496767,Ventilatory Investigation of Tirasemtiv and Assessment of Longitudinal Indices After Treatment for a Year,VITALITY-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: tirasemtiv|Drug: Placebo tablets|Drug: Riluzole 50 MG,"Change from baseline to Week 24 of the double-blind, placebo-controlled phase in percent predicted slow vital capacity (SVC)|Change from baseline in the ALSFRS-R score of the three respiratory items of the ALSFRS-R (i.e., the sum of items 10, 11 and 12) at the end of 48 weeks of double-blind, placebo-controlled treatment|Slope of mega-score of muscle strength during the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline from baseline in percent predicted SVC ≥20 percentage points or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Time to the first occurrence of a decline in SVC to ≤50% predicted or the onset of respiratory insufficiency or death at the end of the 48 weeks of double-blind, placebo-controlled treatment|Change from baseline in the ALSFRS-R total score to the end of 48 weeks of the double-blind, placebo-controlled treatment|Time to the first use of mechanical ventilatory assistance or death during all 48 weeks of double-blind, placebo-controlled treatment",Cytokinetics,All,Phase 3,743.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",CY 4031|2014-005413-23,"September 3, 2015","March 9, 2017","September 27, 2017","July 14, 2015",,"August 9, 2018",,https://ClinicalTrials.gov/show/NCT02496767,18.0,100.0
